objectid,identifier,notes,orderid,title,description,creator,location,date,dateCreated:start,dateCreated:end,type,content_type,format,subject,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filename,customtext:LCHSObjectID,rights,location:placename/en2,display_template,object_location,image_small,image_thumb
01-06-392,01-06-392,,,Pullman Moscow Regional Airport improvements,Pullman Moscow Regional Airport improvements Donor: Moscow Chamber of Commerce,,"Pullman, WA",1970,1970s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Airport; Idaho,Moscow Public Buildings,Airport,,Idaho,,,01-06-392.jpg,01-06-392,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-392.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-392_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-392_th.jpg
01-06-393,01-06-393,,,Old Post Office interior,Old Post Office interior,,"Moscow, ID",1960,1960s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Post Office; Idaho,Moscow Public Buildings,Post Office,,Idaho,,,01-06-393.jpg,01-06-393,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-393.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-393_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-393_th.jpg
01-06-394,01-06-394,,,Old Post Office interior,Old Post Office interior,,"Moscow, ID",1960,1960s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Post Office; Idaho,Moscow Public Buildings,Post Office,,Idaho,,,01-06-394.jpg,01-06-394,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-394.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-394_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-394_th.jpg
01-06-395,01-06-395,,,Old Post Office interior,Old Post Office interior,,"Moscow, ID",1960,1960s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Post Office; Idaho,Moscow Public Buildings,Post Office,,Idaho,,,01-06-395.jpg,01-06-395,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-395.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-395_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-395_th.jpg
01-06-396,01-06-396,,,Olf Post Office interior,Old Post Office interior,,"Moscow, ID",1960,1960s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Post Office; Idaho,Moscow Public Buildings,Post Office,,Idaho,,,01-06-396.jpg,01-06-396,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-396.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-396_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-396_th.jpg
01-06-397,01-06-397,,,Old Post Office interior,Old Post Office interior,,"Moscow, ID",1960,1960s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Post Office; Idaho,Moscow Public Buildings,Post Office,,Idaho,,,01-06-397.jpg,01-06-397,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-397.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-397_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-397_th.jpg
01-06-398,01-06-398,,,Old Post Office interior,Old Post Office interior,,"Moscow, ID",1960,1960s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Post Office; Idaho,Moscow Public Buildings,Post Office,,Idaho,,,01-06-398.jpg,01-06-398,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-398.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-398_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-398_th.jpg
01-06-399,01-06-399,,,Old Post Office Interior,Old Post Office interior,,"Moscow, ID",1960,1960s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Post Office; Idaho,Moscow Public Buildings,Post Office,,Idaho,,,01-06-399.jpg,01-06-399,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-399.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-399_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-399_th.jpg
01-06-420,01-06-420,,,Presbyterian Church,Presbyterian Church,,"Moscow, ID",1960,1960s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Churches; Idaho,Moscow Public Buildings,Churches,,Idaho,,,01-06-420.jpg,01-06-420,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-420.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-420_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-420_th.jpg
01-06-422,01-06-422,,,Latah County Courthouse,Latah County Courthouse from corner of 6th and Adams Sts. Donor: Moscow Chamber of Commerce,,"Moscow, ID",1969-11,"Nov, 1969",,Image;StillImage,,image/jpeg,Moscow Public Buildings; Courthouse; Idaho,Moscow Public Buildings,Courthouse,,Idaho,,,01-06-422.jpg,01-06-422,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-422.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-422_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-422_th.jpg
01-06-423,01-06-423,,,Latah County Courthouse,Latah County Courthouse front entrance Donor: Moscow Chamber of Commerce,,"Moscow, ID",1960,1960s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Courthouse; Idaho,Moscow Public Buildings,Courthouse,,Idaho,,,01-06-423.jpg,01-06-423,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-423.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-423_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-423_th.jpg
01-06-424,01-06-424,,,Moscow High School,Moscow High School,,"Moscow, ID",1960,1960s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-424.jpg,01-06-424,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-424.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-424_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-424_th.jpg
01-06-425,01-06-425,,,Moscow High School,Moscow High School,,"Moscow, ID",1960,1960s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-425.jpg,01-06-425,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-425.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-425_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-425_th.jpg
01-06-426,01-06-426,,,Moscow High School,Moscow High School,,"Moscow, ID",1960,1960s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-426.jpg,01-06-426,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-426.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-426_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-426_th.jpg
01-06-427,01-06-427,,,Moscow Manor Apartment House,Parade passing Moscow Manor Apartment House at 1st and Main Sts. Donor: Moscow Chamber of Commerce,,"Moscow, ID",1960,1960s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; ; Idaho,Moscow Public Buildings,,,Idaho,,,01-06-427.jpg,01-06-427,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-427.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-427_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-427_th.jpg
01-06-428,01-06-428,,,Lena Whitmore School,"Lena Whitmore School, Moscow, ID: front entrance on Blaine St. Donor: Moscow Chamber of Commerce",,"Moscow, ID",1960,1960s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-428.jpg,01-06-428,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-428.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-428_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-428_th.jpg
01-06-429,01-06-429,,,Latah County Genealogical Society Display at the Library,"Latah County Genealogical Society Display at the Library, Donor: D. Schell",,"Moscow, ID",1992-03,"March, 1992",,Image;StillImage,,image/jpeg,Moscow Public Buildings; Library; Idaho,Moscow Public Buildings,Library,,Idaho,,,01-06-429.jpg,01-06-429,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-429.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-429_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-429_th.jpg
01-06-430,01-06-430,,,Presbyterian Church,Presbyterian Church in winter Donor: Cline family,,"Moscow, ID",1950,ca1950s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Churches; Idaho,Moscow Public Buildings,Churches,,Idaho,,,01-06-430.jpg,01-06-430,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-430.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-430_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-430_th.jpg
01-06-431,01-06-431,,,Williamson Store,Back of Williamson Store (McConnell McGuire Building) Donor: Cline family,,"Moscow, ID",1950,ca1950s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Stores; Idaho,Moscow Public Buildings,Stores,,Idaho,,,01-06-431.jpg,01-06-431,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-431.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-431_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-431_th.jpg
01-06-432,01-06-432,,,Presbyterian Church,"Presbyterian Church, Moscow Donor: Latah County Pioneer Association",,"Moscow, ID",1900?,1900?,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Churches; Idaho,Moscow Public Buildings,Churches,,Idaho,,,01-06-432.jpg,01-06-432,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-432.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-432_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-432_th.jpg
01-06-433,01-06-433,,,Moscow Post Office interior,Moscow Post Office interior Donor: Latah County Pioneer Association,,"Moscow, ID",1894,1894,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Post Office; Idaho,Moscow Public Buildings,Post Office,,Idaho,,,01-06-433.jpg,01-06-433,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-433.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-433_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-433_th.jpg
01-06-434,01-06-434,,,Carither's Hospital,"Carither's Hospital in the background, Four women in yard near a barn and woodpile.",,"Moscow, ID",1907-07,"July, 1907",,Image;StillImage,,image/jpeg,Moscow Public Buildings; Hospital; Idaho,Moscow Public Buildings,Hospital,,Idaho,,,01-06-434.jpg,01-06-434,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-434.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-434_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-434_th.jpg
01-06-435,01-06-435,,,First Moscow High School,First Moscow High School,,"Moscow, ID",1900,ca1900,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-435.jpg,01-06-435,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-435.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-435_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-435_th.jpg
01-06-436,01-06-436,,,Moscow School Administrative Offices/ personnel,"Moscow School Administrative Offices entrance (now 1912 Center) Pictured (L to R): Kathy Dawes, teacher, teacher? Donor: Moscow Pullman Daily News",,"Moscow, ID",1980,1980s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-436.jpg,01-06-436,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-436.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-436_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-436_th.jpg
01-06-437,01-06-437,,,"Episcopal Church, interior","Episcopal Church, interior",,"Moscow, ID",1980,1980s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Churches; Idaho,Moscow Public Buildings,Churches,,Idaho,,,01-06-437.jpg,01-06-437,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-437.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-437_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-437_th.jpg
01-06-438,01-06-438,,,St. Mary's Catholic Church,St. Mary's Catholic Church,,"Moscow, ID",1987,1987,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Churches; Idaho,Moscow Public Buildings,Churches,,Idaho,,,01-06-438.jpg,01-06-438,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-438.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-438_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-438_th.jpg
01-06-440,01-06-440,,,"Ken Parker, Principal, in a classroom","Ken Parker, Principal, showing class a photo of Martin Luther King, Jr. Donor: Moscow Pullman Daily News",,"Moscow, ID",1990,ca.1990,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-440.jpg,01-06-440,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-440.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-440_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-440_th.jpg
01-06-441,01-06-441,,,High School government class,"Moscow High School, Government Class Joan Bauer, Latah County Clerk explains voting procedure to seniors. Watching are (L to r) Shelly Bobeck, Chris Tylutki and Phill Nordquist. Donor: Moscow Pullman Daily News",,"Moscow, ID",1970,1970s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-441.jpg,01-06-441,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-441.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-441_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-441_th.jpg
01-06-442,01-06-442,,,L. Betts in City Hall,L. Betts in City Hall,,"Moscow, ID",1990,ca.1990,,Image;StillImage,,image/jpeg,Moscow Public Buildings; City Hall; Idaho,Moscow Public Buildings,City Hall,,Idaho,,,01-06-442.jpg,01-06-442,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-442.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-442_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-442_th.jpg
01-06-445,01-06-445,,,Moscow High School (1912),Moscow High School (1912) west side,,"Moscow, ID",1996,1996,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; 1912 Center; Idaho,Moscow Public Buildings,Schools,1912 Center,Idaho,,,01-06-445.jpg,01-06-445,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-445.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-445_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-445_th.jpg
01-06-447,01-06-447,,,Moscow High School (1912),Moscow High School (1912),,"Moscow, ID",1996,1996,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; 1912 Center; Idaho,Moscow Public Buildings,Schools,1912 Center,Idaho,,,01-06-447.jpg,01-06-447,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-447.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-447_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-447_th.jpg
01-06-448,01-06-448,,,Moscow High School (1912),Moscow High School (1912),,"Moscow, ID",1996,1996,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; 1912 Center; Idaho,Moscow Public Buildings,Schools,1912 Center,Idaho,,,01-06-448.jpg,01-06-448,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-448.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-448_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-448_th.jpg
01-06-449,01-06-449,,,Moscow High School (1912) west entrance,Moscow High School (1912) west entrance,,"Moscow, ID",1996,1996,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; 1912 Center; Idaho,Moscow Public Buildings,Schools,1912 Center,Idaho,,,01-06-449.jpg,01-06-449,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-449.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-449_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-449_th.jpg
01-06-450,01-06-450,,,Campus Christian Center,"Campus Christian Center, art Donor: Moscow Pullman Daily News",,"Moscow, ID",1990,ca.1990,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Churches; Idaho,Moscow Public Buildings,Churches,,Idaho,,,01-06-450.jpg,01-06-450,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-450.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-450_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-450_th.jpg
01-06-451,01-06-451,,,Crane accident at Waste Water Treatment Plant,"Crane accident at Waste Water Treatment Plant, Moscow City Engineer Dean Weyer is in center of photo. Description of scene is on the back. Donor: Moscow Pullman Daily News",,"Moscow, ID",1989-08,"Aug, 1989",,Image;StillImage,,image/jpeg,Moscow Public Buildings; Water Treatment Plant; Idaho,Moscow Public Buildings,Water Treatment Plant,,Idaho,,,01-06-451.jpg,01-06-451,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-451.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-451_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-451_th.jpg
01-06-453,01-06-453,,,Gritman Hospital Emergency Room,"Gritman Hospital Emergency Room: Nurse, Lenore Kimberling using new telecopier system. Donor: Moscow Daily News",,"Moscow, ID",1984,ca.1984,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Hospital; Idaho,Moscow Public Buildings,Hospital,,Idaho,,,01-06-453.jpg,01-06-453,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-453.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-453_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-453_th.jpg
01-06-454,01-06-454,,,Moscow Post Office interior,Moscow Post Office interior,,"Moscow, ID",1950,1950s-1960s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Post Office; Idaho,Moscow Public Buildings,Post Office,,Idaho,,,01-06-454.jpg,01-06-454,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-454.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-454_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-454_th.jpg
01-06-458,01-06-458,,,Methodist Church interior,Methodist Church interior at Christmas,,"Moscow, ID",1950,1950s-1960s,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Churches; Idaho,Moscow Public Buildings,Churches,,Idaho,,,01-06-458.jpg,01-06-458,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-458.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-458_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-458_th.jpg
01-06-470,01-06-470,,,Aspendale School,Aspendale School,,1 mi south of Tomer Butte,1914,c1914,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-470.jpg,01-06-470,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-470.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-470_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-470_th.jpg
01-06-471,01-06-471,,,Students & teacher at Aspendale School,"Ruth Otter's Aspendale School, Students and teacher (Vogel) Donor: Jeanette Talbott",,"South of Tomer Butte, ID",1914,c1914,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-471.jpg,01-06-471,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-471.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-471_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-471_th.jpg
01-06-472,01-06-472,,,Moscow High School,Moscow High School,,"Moscow, ID",1912,c1912,,Image;StillImage,,image/jpeg,Moscow Public Buildings; Schools; Idaho,Moscow Public Buildings,Schools,,Idaho,,,01-06-472.jpg,01-06-472,"Copyright, Latah County Historical Society Collections. All Rights reserved, contact the Latah County Historical Society for reproduction information.",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-06-472.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-06-472_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-06-472_th.jpg
