objectid,cross2,notes,orderid,title,description,creator,location,date,dateCreated:start,dateCreated:end,type,content_type,format,subject,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filename,customtext:LCHSObjectID,rights,location:placename/en2,locationCreated:placename,display_template,object_location,image_small,image_thumb
01-03-425,01-03-425,,,PHOTO,"One-Hour Photo Opening Ribbon Cutting, Bill Kazda & Leigh Boyd Donor: Daily News",,"Moscow, Idaho",1980,ca.1980s,,Image;StillImage,PHOTOGRAPH,image/jpeg,,,,,,,,01-03-425.jpg,01-03-425,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-425.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-425_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-425_th.jpg
01-03-426,01-03-426,,,PHOTO,"Palouse Empire Mall, Models From Lamonts (Left: Nancy Mandeville) Donor: Daily News",,"Moscow, Idaho",1980,ca.1980s,,Image;StillImage,PHOTOGRAPH,image/jpeg,,,,,,,,01-03-426.jpg,01-03-426,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.",,,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-426.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-426_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-426_th.jpg
01-03-429,01-03-429,,,Inland Merchants Association credit bureau,"Curt Parsons, Manager, at Inland Merchants Association, a credit bureau for Latah County. Shown is new office at 205 S. Washington",Chris Pietsch,"Moscow, Idaho",1984,1984,,Image;StillImage,PHOTOGRAPH,image/jpeg,Credit bureau; Curt Parsons; Inland Merchants Association; Moscow; Idaho,Credit bureau,Curt Parsons,Inland Merchants Association,Moscow,Idaho,,01-03-429.jpg,01-03-429,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-429.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-429_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-429_th.jpg
01-03-430,01-03-430,,,Travel by Thompson,Travel By Thompson office interior at 6th and Main Streets showing owner Joyce Thompson with Terry Lightfield,,"Moscow, Idaho",1970,1970,1975,Image;StillImage,PHOTOGRAPH,image/jpeg,Travel agent; Travel By Thompson; Joyce Thompson; Terry Lightfield; Moscow; Idaho,Travel agent,Travel By Thompson,Joyce Thompson,Terry Lightfield,Moscow,Idaho,01-03-430.jpg,01-03-430,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-430.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-430_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-430_th.jpg
01-03-433,01-03-433,,,Plush Brush,Sandy Nagle inside The Plush Brush Hair Salon at 531 S. Main,,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,Hair Salon; Beauty Parlor; Plush Brush; Sandy Nagle; Moscow; Idaho,Hair salon,Beauty parlor,Plush Brush,Sandy Nagle,Moscow,Idaho,01-03-433.jpg,01-03-433,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-433.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-433_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-433_th.jpg
01-03-435,01-03-435,,,Newspaper layout room,"Idahonian layout room, Jack Marineau on right",,"Moscow, Idaho",1960,1960,1965,Image;StillImage,PHOTOGRAPH,image/jpeg,Daily Idahonian; Newspaper; Layout room; Jack Marineau; Moscow; Idaho,Daily Idahonian,Newspaper,Layout room,Jack Marineau,Moscow,Idaho,01-03-435.jpg,01-03-435,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-435.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-435_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-435_th.jpg
01-03-436,01-03-436,,,Latah Grain Growers Office,"Latah Grain Growers office, Fred Cann, manager, sitting at a desk.  Old office equipment and forms in foreground, on his desk.",,"Moscow, Idaho",1950,1950,1955,Image;StillImage,PHOTOGRAPH,image/jpeg,Latah County Grain Growers; Office; Office equipment; Fred Cann; Moscow; Idaho,Latah County Grain Growers,Office,Office equipment,Fred Cann,Moscow,Idaho,01-03-436.jpg,01-03-436,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-436.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-436_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-436_th.jpg
01-03-437,01-03-437,,,Moscow Steam Laundry exterior,"Moscow Steam Laundry at 623 South Main, with owners Alberta Wilcox Burton and Marvin Burton",,"Moscow, Idaho",1960,1960,1965,Image;StillImage,PHOTOGRAPH,image/jpeg,Moscow Steam Laundry; Alberta Burton; Marvin Burton; Moscow; Idaho,Moscow Steam Laundry,Alberta Burton,Marvin Burton,Moscow,Idaho,,01-03-437.jpg,01-03-437,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-437.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-437_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-437_th.jpg
01-03-438,01-03-438,,,Ursuline Convent exterior,"Ursuline Convent wall and chapel, 412 North Howard Street",,"Moscow, Idaho",1996,1996,1997,Image;StillImage,PHOTOGRAPH,image/jpeg,Convent; Ursuline; Moscow; Idaho,Convent,Ursuline,Moscow,Idaho,,,01-03-438.jpg,01-03-438,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-438.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-438_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-438_th.jpg
01-03-439,01-03-439,,,David's Department Store Shoe Department,"Davids' shoe department, located at 3rd and Main Streets",,"Moscow, Idaho",1955,1955,1960,Image;StillImage,PHOTOGRAPH,image/jpeg,David's Department Store; Shoe Department; Moscow; Idaho,Davids' Department Store,Shoe Department,Moscow,Idaho,,,01-03-439.jpg,01-03-439,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-439.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-439_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-439_th.jpg
01-03-440,01-03-440,,,Creightons Display Window,Creightons clothing store display window showing pictures of clothing,,"Moscow, Idaho",1940,1940,1945,Image;StillImage,PHOTOGRAPH,image/jpeg,Creighton's; Clothing store; Display window; Moscow; Idaho,Creightons,Clothing store,Display window,Moscow,Idaho,,01-03-440.jpg,01-03-440,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-440.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-440_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-440_th.jpg
01-03-441,01-03-441,,,Vinegar Plant Demolition,"Old vinegar plant being demolished after the 1956 fire on SE corner of C and Main, originally Idaho Brewing Company Plant in 1892.",,"Moscow, Idaho",1955,1955,1960,Image;StillImage,PHOTOGRAPH,image/jpeg,Vinegar plant; Fire; Idaho Brewing Company; Moscow; Idaho,Vinegar plant,Fire,Idaho Brewing Company,Moscow,Idaho,,01-03-441.jpg,01-03-441,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-441.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-441_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-441_th.jpg
01-03-442,01-03-442,,,Crazy Days at Fonk's Dime Store,Crazy Days at Fonk's Dime Store at 407 S. Main Street.  Employees and customers are in the photo.,,"Moscow, Idaho",1960,1960,1965,Image;StillImage,PHOTOGRAPH,image/jpeg,Dime store; Fonk's; Crazy Days; Costumes; Moscow; Idaho,Dime store,Fonk's,Crazy Days,Costumes,Moscow,Idaho,01-03-442.jpg,01-03-442,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-442.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-442_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-442_th.jpg
01-03-443,01-03-443,,,Daily Idahonian interior,"Daily Idahonian print shop showing a folding machine, man in a suit, and paperboy",,"Moscow, Idaho",1950,1950,1955,Image;StillImage,PHOTOGRAPH,image/jpeg,Newspaper; Print shop; Daily Idahonian; Paper folding machine; Moscow; Idaho,Newspaper ,Print shop,Daily Idahonian,Paper folding machine,Moscow,Idaho,01-03-443.jpg,01-03-443,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-443.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-443_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-443_th.jpg
01-03-445,01-03-445,,,Stewart Brothers Model Stables,Stewart Brothers Model Stables at the SW corner of A and North Main. From 1920 - 1930 the office of Washburn-Wilson Seed Company was in this building.  In 2018 is the site of the Eagles Lodge.,,"Moscow, Idaho",1904,1904,1910,Image;StillImage,PHOTOGRAPH,image/jpeg,Brick buildings; Livery stable; Buggies; Stewart Brothers; Eagles Capricorn Ballroom; Moscow,Brick building,Livery stable,Buggies,Stewart Brothers,Eagles Capricorn Ballroom,Moscow,01-03-445.jpg,01-03-445,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-445.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-445_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-445_th.jpg
01-03-446,01-03-446,,,Sewage Plant on the Moscow/Pullman Road,Sewage Plant on the Moscow/Pullman Road,,"Moscow, Idaho",1950,1950,1955,Image;StillImage,PHOTOGRAPH,image/jpeg,Sewage plant; Moscow; Idaho,Sewage plant,Moscow,Idaho,,,,01-03-446.jpg,01-03-446,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-446.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-446_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-446_th.jpg
01-03-447,01-03-447,,,Sewage Plant on the Moscow/Pullman Road,"Sewage plant on the Moscow/Pullman Road, showing buildings and tanks.",,"Moscow, Idaho",1950,1950,1955,Image;StillImage,PHOTOGRAPH,image/jpeg,Sewage plant; Moscow; Idaho,Sewage plant,Moscow,Idaho,,,,01-03-447.jpg,01-03-447,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-447.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-447_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-447_th.jpg
01-03-448,01-03-448,,,"Daily Idahonian interior, office and staff",Daily Idahonian office with six staff members at desks and typewriter on pull-out stand.,,"Moscow, Idaho",1950,1950,1955,Image;StillImage,PHOTOGRAPH,image/jpeg,Daily Idahonian; Newspaper; Office staff; Typewriter; Moscow; Idaho,Daily Idahonian,Newspaper,Office staff,Typewriter,Moscow,Idaho,01-03-448.jpg,01-03-448,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-448.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-448_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-448_th.jpg
01-03-449,01-03-449,,,Davids' Store Christmas display window,"Davids' Christmas display window with flocked Christmas trees, jackets and other clothing items",,"Moscow, Idaho",1940,1940,1945,Image;StillImage,PHOTOGRAPH,image/jpeg,Davids' store; Christmas; Display; Christmas Tree; Moscow; Idaho,Davids' Store,Christmas ,Display,Christmas tree,Moscow,Idaho,01-03-449.jpg,01-03-449,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-449.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-449_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-449_th.jpg
01-03-451,01-03-451,,,Davids' Store Hat Department,Davids' Store Hat Department,,"Moscow, Idaho",1940,1940,1945,Image;StillImage,PHOTOGRAPH,image/jpeg,Davids' store; Hats; Hat Department; Moscow; Idaho,Davids' Store,Hats,Hat Department,Moscow,Idaho,,01-03-451.jpg,01-03-451,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-451.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-451_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-451_th.jpg
01-03-453,01-03-453,,,Idaho First National Bank,"Idaho First National Bank at the southwest corner of 3rd and Main Streets, showing piled snow, cars, and pedestrians.   Elmer Paulson was custodian and his daughter, Mildred, was an accountant at age 17.",,"Moscow, Idaho",1937-02-04,2-4-1937,,Image;StillImage,PHOTOGRAPH,image/jpeg,Banks; Idaho First National; Elmer Paulson; Mildred Paulson; Snow; Cars,Bank,Idaho First National ,Elmer Paulson,Mildred Paulson,Snow,Cars,01-03-453.jpg,01-03-453,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-453.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-453_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-453_th.jpg
01-03-454,01-03-454,,,Pharmacist in his pharmacy,"Pharmacy interior, showing the pharmacist, Warren Daneraeu",,"Moscow, Idaho",1950,1950,1955,Image;StillImage,PHOTOGRAPH,image/jpeg,Pharmacy; Drugs; Display counter and shelves; Warren Danereau; Idaho,Pharmacy,Drugs,Display counter and shelves,Warren Danereau,Idaho,,01-03-454.jpg,01-03-454,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-454.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-454_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-454_th.jpg
01-03-455,01-03-455,,,Grocery store interior and unknown man posing,Display of groceries behind man in overalls,,"Moscow, Idaho",1952,1952,1958,Image;StillImage,PHOTOGRAPH,image/jpeg,Grocery Store; Canned goods; Overalls; Idaho,Grocery store,Canned goods,Overalls,Idaho,,,01-03-455.jpg,01-03-455,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-455.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-455_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-455_th.jpg
01-03-456,01-03-456,,,Sheriff's office in courthouse,"Sheriff's Office in courthouse with man holding a Winchester rifle, phone, newspaper, and pistol on desk.",,"Moscow, Idaho",1950,1950,1955,Image;StillImage,PHOTOGRAPH,image/jpeg,Sheriff's office; Guns; Courthouse; Telephone; Moscow; Idaho,Sheriff's office,Guns,Courthouse,Telephone,Moscow,Idaho,01-03-456.jpg,01-03-456,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-456.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-456_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-456_th.jpg
01-03-457,01-03-457,,,Latah County Courthouse storage room,"Latah County Courthouse interior, storage room.  This photo may have been taken to show the need for a new courthouse - not enough storage.",,"Moscow, Idaho",1950,1950,1955,Image;StillImage,PHOTOGRAPH,image/jpeg,Latah County; Courthouse; Storage; Books; Moscow; Idaho,Latah County,Courthouse,Storage,Books,Moscow,Idaho,01-03-457.jpg,01-03-457,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-457.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-457_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-457_th.jpg
01-03-459,01-03-459,,,Latah County Courthouse interior book storage,Latah County Courthouse storage of ledger books.  Photo may have been taken to show the need for a new courthouse building.,,"Moscow, Idaho",1950,1950,1955,Image;StillImage,PHOTOGRAPH,image/jpeg,Latah County; Courthouse; Ledger books; Storage; Light fixture; Moscow,Latah County,Courthouse,Ledger books,Storage,Light fixture,Moscow,01-03-459.jpg,01-03-459,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-459.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-459_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-459_th.jpg
01-03-460,01-03-460,,,"Bill Hebert, manager of Arby's",Arby's Restaurant opening showing Bill Hebert,"Pietsch, Chris","Moscow, Idaho",1984-09-01,1984-09-01,,Image;StillImage,PHOTOGRAPH,image/jpeg,Arby's; Restaurant; Bill Hebert,Arby's,Restaurant,Bill Hebert,,,,01-03-460.jpg,01-03-460,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-460.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-460_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-460_th.jpg
01-03-461,01-03-461,,,Mark IV Inn and Lounge,"Mark IV Inn and Lounge exterior sign, with an old pickup and man and woman posing, possibly the Hingstons. Located at 414 North Main Street in Moscow, Idaho.",,"Moscow, Idaho",1975,1975,,Image;StillImage,PHOTOGRAPH,image/jpeg,Mark IV Inn; Classic pickup; Elmer Hingston; Moscow; Idaho; Chevrolet,Mark IV Inn,Classic pickup,Elmer Hingston,Moscow,Idaho,Chevrolet,01-03-461.jpg,01-03-461,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-461.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-461_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-461_th.jpg
01-03-462,01-03-462,,,Bingo!,"Millie Hites, age 94, yells out ""Bingo!"" Residents at Good Samaritan Retirement home playing Monday afternoon Bingo",,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,Bingo; Retirement; Millie Hites; Good Samaritan; Moscow; Idaho,Bingo,Retirement,Millie Hites,Good Samaritan,Moscow,Idaho,01-03-462.jpg,01-03-462,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-462.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-462_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-462_th.jpg
01-03-463,01-03-463,,,Moscow High School entrance,"Moscow High School entrance, with Andrew Martin and Kari Hironaki standing in front.",,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,High School; Students; Kari Hironaki; Andrew Martin; Moscow; Idaho,High School,Students,Kari Hironaki,Andrew Martin,Moscow,Idaho,01-03-463.jpg,01-03-463,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-463.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-463_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-463_th.jpg
01-03-464,01-03-464,,,Gambino's Italian Restaurant,"Gambino's Italian Restaurant at 308 West 6th Street in Moscow, with Don Roskovich in front.",,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,Restaurant; Don Roskovich; Moscow; Idaho,Restaurant,Don Roskovich,Moscow,Idaho,,,01-03-464.jpg,01-03-464,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-464.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-464_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-464_th.jpg
01-03-465,01-03-465,,,Hunter's Candy Shop,Tina Huchins making candy at Hunter's Candy Store,,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,Candy store; Hunter's; Tina Huchins; Moscow; Idaho,Candy store,Hunter's,Tina Huchins,Moscow,Idaho,,01-03-465.jpg,01-03-465,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-465.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-465_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-465_th.jpg
01-03-466,01-03-466,,,Hilltop Motel,"Lillian Inscore at counter at the Hilltop Motel, 706 N. Main, Moscow.",,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,Hilltop; Motel; Lillian Inscore; Moscow; Idaho,Hilltop,Motel,Lillian Inscore,Moscow,Idaho,,01-03-466.jpg,01-03-466,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-466.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-466_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-466_th.jpg
01-03-467,01-03-467,,,Table Supply Company Cart,"Woman pulling a cart with sign saying Table Supply Co Groceries, Phone 1401.  Child riding in front of cart.  The woman's outfit and decor of the cart appear to be indicating 4th of July celebration.  They are inside a store, but it is unclear which store.",,"Moscow, Idaho",1905,1905,,Image;StillImage,PHOTOGRAPH,image/jpeg,Table Supply; Grocery; 4th of July; Moscow; Idaho,Table Supply ,Grocery,4th of July,Moscow,Idaho,,01-03-467.jpg,01-03-467,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-467.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-467_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-467_th.jpg
01-03-468,01-03-468,,,"Greyhound Bus Depot, Mannan Sheikh","Mannan Sheikh at his place of business, the Greyhound Bus Station in Moscow",,,1975,1975,1980,Image;StillImage,PHOTOGRAPH,image/jpeg,Bus station; Greyhound; Mannan Sheikh; Moscow; Idaho,Bus station,Greyhound,Mannan Sheikh,Moscow,Idaho,,,,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-468.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-468_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-468_th.jpg
