identifier,title,description,creator,location,date,dateCreated:start,dateCreated:end,type,content_type,format,subject,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filename,customtext:LCHSObjectID,rights,location:placename/en2,locationCreated:placename,object_thumb,object_location,reference_url
"01-03-489","Mobil Gas Station","Mobil gas station in winter, located on SW corner of Third and Jackson (203 W. Jackson) looking SSE","","Moscow, Idaho","1950","1950","1955","Image;StillImage","PHOTOGRAPH","image/jpeg","Auto shop; Gas station; Mobil Oil; Moscow; Idaho","Auto shop","Gas station","Mobil Oil","Moscow","Idaho","","01-03-489.jpg","01-03-489","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-489_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-489.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-489.html"
"01-03-490","Hale Motors, Dodge dealership","Hale Motors, Dodge dealership, at 404 S. Washington St.","","Moscow, Idaho","1960","1960","1965","Image;StillImage","PHOTOGRAPH","image/jpeg","Auto shop; Hale Motors; Moscow; Idaho","Auto shop","Hale Motors","Moscow","Idaho","","","01-03-490.jpg","01-03-490","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-490_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-490.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-490.html"
"01-03-491","Welcome to Moscow sign at airport","Welcome to Moscow sign at airport.  Art Helbling on left, John Mix second from right.","","Moscow, Idaho","1966","1966","","Image;StillImage","PHOTOGRAPH","image/jpeg","Airport; Art Helbling; John Mix; Moscow; Idaho","Airport","Art Helbling","John Mix","Moscow","Idaho","","01-03-491.jpg","01-03-491","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-491_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-491.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-491.html"
"01-03-492","Crites Moscow Growers on Eighth Street","Aerial view of Crites Moscow Growers at 212 Eighth Street, showing University of Idaho buildings in background.  To the left of Crites is the original Oregon River and Navigation Depot, later Union Pacific.","","Moscow, Idaho","1960","1960","1965","Image;StillImage","PHOTOGRAPH","image/jpeg","Crites; Oregon River and Navigation; Depot; University of Idaho; Moscow; Idaho","Crites","Oregon River and Navigation","Depot","University of Idaho","Moscow","Idaho","01-03-492.jpg","01-03-492","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-492_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-492.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-492.html"
"01-03-493","Idaho First National Bank","Idaho First National Bank, SW corner of Third and Main","","Moscow, Idaho","1960","1960","1965","Image;StillImage","PHOTOGRAPH","image/jpeg","Banks; Police car; Hodgins; Moscow; Idaho","Bank","Police car","Hodgins","Moscow","Idaho","","01-03-493.jpg","01-03-493","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-493_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-493.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-493.html"
"01-03-494","Peck&#39;s Shoe Repair Shop","Peck&#39;s Shoe Repair interior, 115 East Third Street, showing man at work on shoe repair.","","Moscow, Idaho","1960","1960","1965","Image;StillImage","PHOTOGRAPH","image/jpeg","Shoe repair; Peck&#39;s; Moscow; Idaho","Shoe repair","Peck&#39;s","Moscow","Idaho","","","01-03-494.jpg","01-03-494","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-494_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-494.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-494.html"
"01-03-495","Moscow airport interior with men listening to Boyd Martin","Briefing by Boyd Martin at the Moscow airport.  Boyd Martin, faculty member at the University of Idaho, created the Martin Institute for Peace Studies and Conflict Resolution at the University of Idaho. Martin is third person right of the clock.  A.J. Marineau is just left of the clock.","","Moscow, Idaho","1960","1960","1965","Image;StillImage","PHOTOGRAPH","image/jpeg","Boyd Martin; Airport; A. J. Marineau; University of Idaho; Moscow; Idaho","Boyd Martin","Airport","A. J. Marineau","University of Idaho","Moscow","Idaho","01-03-495.jpg","01-03-495","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-495_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-495.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-495.html"
"01-03-496","Moscow Hotel Restaurant interior","Moscow Hotel Restaurant interior showing people sitting at tables, a waitress, plants, and a mural, maybe by Scott Fife, on the wall","","Moscow, Idaho","1963","1963","1964","Image;StillImage","PHOTOGRAPH","image/jpeg","Moscow Hotel; Dining; Art; Moscow; Idaho","Moscow Hotel","Dining","Art","Moscow","Idaho","","01-03-496.jpg","01-03-496","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-496_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-496.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-496.html"
"01-03-497","Interior of the Maple Shop","The Maple Shop interior, showing numerous pieces of furniture, paintings. lamps, chairs and nice paneled ceiling.  Location was 428 West Third Street, Moscow, Idaho.","","Moscow, Idaho","1963","1963","1964","Image;StillImage","PHOTOGRAPH","image/jpeg","Maple Shop; Furniture; Art; Wood; Chairs; Moscow","Maple Shop","Furniture","Art","Wood","Chairs","Moscow","01-03-497.jpg","01-03-497","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-497_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-497.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-497.html"
"01-03-498","Wares sold at the Maple Shop","The Maple Shop interior, showing a few pieces of furniture, paintings, mirrors, trivets, bowls, and nicknacks on the wall.  Location was 428 West Third Street, Moscow, Idaho.","","Moscow, Idaho","1963","1963","1964","Image;StillImage","PHOTOGRAPH","image/jpeg","Maple Shop; Art; Nicknacks; Moscow; Idaho; Wood ceiling","Maple Shop","Art","Nicknacks","Moscow","Idaho","Wood ceiling","01-03-498.jpg","01-03-498","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-498_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-498.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-498.html"
"01-03-499","Furniture for sale at The Maple Shop","The Maple Shop interior, showing furniture, art, and paneled ceiling.  Location was 428 West Third Street, Moscow, Idaho.","","Moscow, Idaho","1963","1963","1964","Image;StillImage","PHOTOGRAPH","image/jpeg","Maple Shop; Art; Furniture; Chairs; Lamps; Wood ceiling","Maple Shop","Art","Furniture","Chairs","Lamps","Wood ceiling","01-03-499.jpg","01-03-499","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-499_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-499.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-499.html"
"01-03-500","Light Fixtures and couches at The Maple Shop","The Maple Shop interior, showing furniture, paintings, lamps, and paneled ceiling.  Location was 428 West Third Street, Moscow.","","Moscow, Idaho","1963","1963","1964","Image;StillImage","PHOTOGRAPH","image/jpeg","Maple Shop; Art; Furniture; Chairs; Wood ceiling","Maple Shop","Art","Furniture","Chairs","Wood ceiling","","01-03-500.jpg","01-03-500","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-500_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-500.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-500.html"
"01-03-501","A rocking chair among other pieces at The Maple Shop","The Maple Shop interior, showing a few pieces of furniture, paintings, lamps, other art.  Location was 428 West Third Street, Moscow, Idaho.","","Moscow, Idaho","1963","1963","1964","Image;StillImage","PHOTOGRAPH","image/jpeg","Maple Shop; Art; Furniture; Rocking chair; Lamps; Moscow","Maple Shop","Art","Furniture","Rocking chair","Lamps","Moscow","01-03-501.jpg","01-03-501","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-501_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-501.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-501.html"
"01-03-502","People in the Maple Shop","The Maple Shop interior, showing furniture, lamps, flower bouquet, two men in suits standing, girl sitting, and many items in the store.  Good view of the depth of the store.  Nice wood panel ceiling. Location was 428 West Third Street, Moscow, Idaho.","","Moscow, Idaho","1963","1963","1964","Image;StillImage","PHOTOGRAPH","image/jpeg","Maple Shop; Furniture; Lamps; Clock; Carey Smith; Moscow","Maple Shop","Furniture","Lamps","Clock","Carey Smith","Moscow","01-03-502.jpg","01-03-502","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-502_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-502.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-502.html"
"01-03-503","Owners of The Maple Shop","Maple Shop, interior with owners, the Carey Smiths.  Location was 428 West Third Street, Moscow, Idaho.","","Moscow, Idaho","1963","1963","1964","Image;StillImage","PHOTOGRAPH","image/jpeg","Maple Shop; Furniture; Bouquets; Art; Carey Smith; Moscow","Maple Shop","Furniture","Bouquets","Art","Carey Smith","Moscow","01-03-503.jpg","01-03-503","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-503_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-503.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-503.html"
"01-03-504","The Maple Shop","Maple Shop, interior with owners the Carey Smiths.  Location was 428 West Third Street, Moscow.","","Moscow, Idaho","1963","1963","1964","Image;StillImage","PHOTOGRAPH","image/jpeg","Maple Shop; Furniture; Bouquets; Art; Carey Smith; Moscow","Maple Shop","Furniture","Bouquets","Art","Carey Smith","Moscow","01-03-504.jpg","01-03-504","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-504_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-504.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-504.html"
"01-03-505","Exterior of The Maple Shop","Maple Shop, exterior, at 428 West Third Street, Moscow.","","Moscow, Idaho","1963","1963","1964","Image;StillImage","PHOTOGRAPH","image/jpeg","Maple Shop; Brick buildings; Railroad crossing sign; Moscow; Idaho","Maple Shop","Brick building","Railroad crossing sign","Moscow","Idaho","","01-03-505.jpg","01-03-505","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-505_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-505.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-505.html"
"01-03-506","Ribbon cutting at The Maple Shop","Maple Shop, exterior, with owners, the Carey Smiths and Mayor Fred Handel cutting ribbon, plus two unidentified men..  Location is 428 West Third Street, Moscow.  Their former location was 101 S. Main Street.","","Moscow, Idaho","1963","1963","1964","Image;StillImage","PHOTOGRAPH","image/jpeg","Maple Shop; Brick buildings; Fred Handel; Carey Smith; Furniture store; Moscow","Maple Shop","Brick building","Fred Handel","Carey Smith","Furniture store","Moscow","01-03-506.jpg","01-03-506","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-506_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-506.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-506.html"
"01-03-507","Doorway into Moscow City Offices","Glass door has sign reading &quot;Mayor, Administrative Assistant, City Engineer, Building Inspector&quot; leading into Moscow City Offices.","","Moscow, Idaho","1960","1960","1965","Image;StillImage","PHOTOGRAPH","image/jpeg","Glass door; City offices; Moscow; Idaho","Glass door","City offices","Moscow","Idaho","","","01-03-507.jpg","01-03-507","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-507_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-507.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-507.html"
"01-03-508","Produce department","Grocery produce department, unknown store.","","Moscow, Idaho","1960","1960","1965","Image;StillImage","PHOTOGRAPH","image/jpeg","Grocery Store; Produce; Moscow; Idaho","Grocery store","Produce","Moscow","Idaho","","","01-03-508.jpg","01-03-508","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-508_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-508.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-508.html"
"01-03-509","Gritman Hospital Xray room","Gritman Hospital scene, showing Xray equipment above a patient lying on table, and technician at her side.","","Moscow, Idaho","1960","1960","1965","Image;StillImage","PHOTOGRAPH","image/jpeg","Hospital; X-ray machine; Gritman; Moscow; Idaho","Hospital","X-ray machine","Gritman","Moscow","Idaho","","01-03-509.jpg","01-03-509","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-509_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-509.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-509.html"
"01-03-510","Gritman Hospital nurses","Gritman Hospital interior scene showing three nurses in a lab.","","Moscow, Idaho","1960","1960","1965","Image;StillImage","PHOTOGRAPH","image/jpeg","Hospital; Nursing; Lab; Nurses&#39; caps; Gritman; Moscow","Hospital","Nursing","Lab","Nurses&#39; caps","Gritman","Moscow","01-03-510.jpg","01-03-510","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-510_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-510.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-510.html"
"01-03-511","Grand opening of The Sheep Shop","Grand opening of The Sheep Shop, 113 E. Third St., showing people, purses and the exterior window with Grand Opening sign.","","Moscow, Idaho","1970","1970","1973","Image;StillImage","PHOTOGRAPH","image/jpeg","Sheep Shop; Leather goods; Grand Opening; Bouquets; Moscow; Idaho","Sheep Shop","Leather goods","Grand opening","Bouquets","Moscow","Idaho","01-03-511.jpg","01-03-511","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-511_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-511.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-511.html"
"01-03-513","Customers perusing The Sheep Shop","Grand opening of The Sheep Shop, 113 E. Third St., showing people milling around, bouquets, leather items and shingle decor.","","Moscow, Idaho","1970","1970","1973","Image;StillImage","PHOTOGRAPH","image/jpeg","Sheep Shop; Leather goods; Grand Opening; Bouquets; Moscow; Idaho","Sheep Shop","Leather goods","Grand opening","Bouquets","Moscow","Idaho","01-03-513.jpg","01-03-513","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-513_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-513.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-513.html"
"01-03-514","Customers in The Sheep Shop","Grand opening of The Sheep Shop, 113 E. Third St., showing people milling around, bouquets, leather items and shingle decor.","","Moscow, Idaho","1970","1970","1973","Image;StillImage","PHOTOGRAPH","image/jpeg","Sheep Shop; Leather goods; Grand Opening; Bouquets; Moscow; Idaho","Sheep Shop","Leather goods","Grand opening","Bouquets","Moscow","Idaho","01-03-514.jpg","01-03-514","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-514_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-514.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-514.html"
"01-03-515","Lounging by the Royal Motor Inn swimming pool","Royal Motor Inn swimming pool, with three young women by the pool and the motel in the background.  Corner of Jackson and 6th Streets.","","Moscow, Idaho","1970","1970","1975","Image;StillImage","PHOTOGRAPH","image/jpeg","Motel; Royal Motor Inn; Swimming pool; Bathing suits; Moscow; Idaho","Motel","Royal Motor Inn","Swimming pool","Bathing suits","Moscow","Idaho","01-03-515.jpg","01-03-515","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-515_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-515.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-515.html"
"01-03-516","Royal Motor Inn swimming pool","Royal Motor Inn swimming pool with three young bikini-clad women standing by the wall, the motel and 6th street in the background.","","Moscow, Idaho","1970","1970","1975","Image;StillImage","PHOTOGRAPH","image/jpeg","Motel; Royal Motor Inn; Swimming pool; Bathing suits; Moscow; Idaho","Motel","Royal Motor Inn","Swimming pool","Bathing suits","Moscow","Idaho","01-03-516.jpg","01-03-516","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-516_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-516.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-516.html"
"01-03-517","Kenworthy Theatre and Bethine Kenworthy","Kenworthy Theater donation newspaper article also shows theater interior and donor, Bethine Kenworthy.","","Moscow, Idaho","2000-01--14","2000-01--14","","Image;StillImage","PHOTOGRAPH","image/jpeg","Bethine Kenworthy; Kenworthy Theater; Milburn Kenworthy; Moscow; Idaho","Bethine Kenworthy","Kenworthy Theater","Milburn Kenworthy","Moscow","Idaho","","01-03-517.jpg","01-03-517","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-517_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-517.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-517.html"
"01-03-518","The Needle Nook","The Needle Nook alteratons department, Carol Bloomsburg working.  175 S. Main Street","","Moscow, Idaho","2000","2000","","Image;StillImage","PHOTOGRAPH","image/jpeg","Needle Nook; Alterations; Sewing; Carol Bloomsburg; Moscow; Idaho","Needle Nook","Alterations","Sewing","Carol Bloomsburg","Moscow","Idaho","01-03-518.jpg","01-03-518","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-518_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-518.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-518.html"
"01-03-520","Produce at the Moscow Food Co-op","Moscow Food Co-Op, organic produce","","Moscow, Idaho","2000-04-10","2000-04-10","","Image;StillImage","PHOTOGRAPH","image/jpeg","Moscow Food Coop; Organic; Grocery; Produce; Moscow; Idaho","Moscow Food Co-op","Organic","Grocery","Produce","Moscow","Idaho","01-03-520.jpg","01-03-520","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-520_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-520.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-520.html"
"01-03-521","Cleaning in front of Wild Women Traders store","Wild Women Traders store showing Julie Kerr cleaning front sidewalk. 210 S. Main Street","","Moscow, Idaho","2000-04-28","2000-04-28","","Image;StillImage","PHOTOGRAPH","image/jpeg","Wild Women Traders; Clothing store; Julie Kerr; Cleaning; Moscow; Idaho","Wild Women Traders","Clothing store","Julie Kerr","Cleaning","Moscow","Idaho","01-03-521.jpg","01-03-521","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-521_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-521.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-521.html"
"01-03-523","Theresa&#39;s Garden nursery","Theresa&#39;s Garden, a nursery at the corner of Orchard Avenue and Arborcrest in Moscow, with owner, Theresa Beaver.","","Moscow, Idaho","2000-05-13","2000-05-13","","Image;StillImage","PHOTOGRAPH","image/jpeg","Garden; Nursery; Theresa Beaver; Moscow; Idaho","Garden","Nursery","Theresa Beaver","Moscow","Idaho","","01-03-523.jpg","01-03-523","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-523_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-523.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-523.html"
"01-03-524","Andy Kiblen, owner of Ted&#39;s Burgers","Andy Kiblen, owner, poses in Ted&#39;s Burgers at 321 N. Main St.","","Moscow, Idaho","2000-04-02","2000-04-02","","Image;StillImage","PHOTOGRAPH","image/jpeg","Andy Kiblen; Ted&#39;s Burgers; Restaurant; Moscow; Idaho","Andy Kiblen","Ted&#39;s Burgers","Restaurant","Moscow","Idaho","","01-03-524.jpg","01-03-524","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-524_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-524.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-524.html"
"01-03-525","Bookpeople","Picture and article, cut off on right, regarding Bob Greene and his bookstore at 512 S. Main, Bookpeople.  They were preparing to move in December of 1999.","","","1999-10-30","1999-10-30","","Image;StillImage","PHOTOGRAPH","image/jpeg","Bookstore; Bookpeople; Bob Greene; Moving; Moscow; Idaho","Bookstore","Bookpeople","Bob Greene","Moving","Moscow","Idaho","01-03-525.jpg","01-03-525","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-525_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-525.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-525.html"
"01-03-526","Bookpeople moving across Main Street","Dan Hardesty of Viola is shown helping during the move of Bookpeople from the east side of Main (512 S. Main) to the west of Main (521 S. Main).  More than 30,000 books were delivered by hand across the street by an estimated 100 volunteers.","","Moscow, Idaho","1999-12-29","1999-12-29","","Image;StillImage","PHOTOGRAPH","image/jpeg","Bookstore; Bookpeople; Dan Hardesty; Moving; Moscow; Idaho","Bookstore","Bookpeople","Dan Hardesty","Moving","Moscow","Idaho","01-03-526.jpg","01-03-526","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-526_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-526.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-526.html"
